1628 67.73 68.82 0.30 0.40 0.30 0.50 0.10 0.40 1 4 0
1629 66.00 70.09 0.20 0.30 0.50 0.40 0.30 0.30 1 3 0
1630 69.18 69.82 0.30 0.50 0.20 0.30 0.30 0.40 2 2 0
1631 67.45 66.82 0.30 0.10 0.60 0.30 0.20 0.50 2 1 2
1632 66.09 67.09 0.20 0.30 0.50 0.30 0.20 0.50 2 1 1
1633 73.45 67.82 0.50 0.40 0.10 0.30 0.30 0.40 3 1 1
1634 73.91 66.00 0.70 0.10 0.20 0.20 0.20 0.60 4 0 0
1635 70.45 65.64 0.50 0.30 0.20 0.20 0.30 0.50 4 0 1
1636 69.82 73.73 0.30 0.30 0.40 0.80 0.00 0.20 0 3 1
1637 68.45 67.73 0.50 0.10 0.40 0.20 0.20 0.60 1 2 2
1638 66.64 68.73 0.30 0.30 0.40 0.30 0.40 0.30 1 1 3
1639 67.09 69.36 0.30 0.20 0.50 0.50 0.20 0.30 2 0 3
1640 66.64 68.36 0.20 0.20 0.60 0.30 0.30 0.40 0 4 1
1641 73.64 66.00 0.80 0.00 0.20 0.40 0.20 0.40 5 0 0
1642 70.00 70.09 0.50 0.10 0.40 0.50 0.20 0.30 5 0 0
1643 68.73 74.00 0.30 0.30 0.40 0.70 0.10 0.20 1 2 2
1644 68.27 68.36 0.30 0.30 0.40 0.30 0.30 0.40 2 2 1
1645 66.09 66.55 0.10 0.20 0.70 0.30 0.40 0.30 1 0 1
1646 69.73 70.55 0.20 0.50 0.30 0.50 0.30 0.20 1 1 3
1647 66.82 66.73 0.20 0.20 0.60 0.20 0.20 0.60 2 2 1
1648 66.55 73.73 0.10 0.30 0.60 0.50 0.40 0.10 1 4 0
1649 74.18 70.91 0.50 0.30 0.20 0.50 0.10 0.40 0 3 2
1650 73.73 68.55 0.60 0.10 0.30 0.10 0.60 0.30 2 0 3
1651 70.18 72.91 0.50 0.40 0.10 0.80 0.00 0.20 2 2 1
1652 68.82 68.45 0.40 0.30 0.30 0.20 0.20 0.60 0 5 0
1653 68.00 66.45 0.50 0.20 0.30 0.20 0.30 0.50 3 1 1
1654 67.64 68.36 0.30 0.40 0.30 0.30 0.30 0.40 1 1 0
1655 67.27 66.00 0.40 0.20 0.40 0.20 0.20 0.60 0 2 2
1656 66.82 67.45 0.20 0.20 0.60 0.30 0.30 0.40 2 2 1
1657 70.91 65.45 0.70 0.00 0.30 0.10 0.20 0.70 2 2 1
1658 72.18 70.73 0.50 0.10 0.40 0.60 0.30 0.10 3 1 1
1659 73.09 67.55 0.70 0.00 0.30 0.30 0.40 0.30 2 0 3
1660 69.82 68.91 0.30 0.30 0.40 0.40 0.20 0.40 1 2 1
1661 66.00 73.73 0.10 0.30 0.60 0.50 0.30 0.20 2 2 0
1662 69.82 66.36 0.10 0.50 0.40 0.40 0.30 0.30 3 1 1
1663 68.45 67.09 0.30 0.20 0.50 0.40 0.20 0.40 2 2 1
1664 65.73 68.45 0.30 0.20 0.50 0.30 0.30 0.40 1 2 2
1665 66.00 68.45 0.10 0.30 0.60 0.50 0.10 0.40 2 2 1
1666 66.00 66.64 0.50 0.20 0.30 0.30 0.40 0.30 1 3 1
1667 66.55 65.64 0.30 0.10 0.60 0.20 0.20 0.60 1 2 1
1668 65.00 68.45 0.30 0.30 0.40 0.50 0.10 0.40 1 0 1
1669 67.36 63.73 0.40 0.30 0.30 0.10 0.00 0.90 3 0 1
1670 72.64 69.64 0.60 0.20 0.20 0.70 0.30 0.00 1 2 2
1671 66.82 69.82 0.50 0.40 0.10 0.60 0.10 0.30 0 3 2
1672 69.36 64.64 0.70 0.10 0.20 0.20 0.30 0.50 4 0 1
1673 74.27 68.45 0.40 0.30 0.30 0.40 0.20 0.40 4 0 1
1674 70.36 70.00 0.60 0.20 0.20 0.40 0.20 0.40 1 1 2
1675 68.45 72.55 0.30 0.30 0.40 0.50 0.10 0.40 2 3 0
1676 68.00 66.82 0.30 0.20 0.50 0.20 0.30 0.50 2 0 2
1677 68.55 74.18 0.40 0.20 0.40 0.60 0.10 0.30 2 0 3
1678 67.82 73.45 0.30 0.50 0.20 0.80 0.00 0.20 2 3 0
1679 67.18 65.73 0.40 0.20 0.40 0.30 0.30 0.40 1 1 2
1680 66.45 69.82 0.10 0.20 0.70 0.20 0.40 0.40 0 2 3
1681 70.00 65.55 0.50 0.20 0.30 0.50 0.20 0.30 3 1 1
1682 64.73 69.27 0.10 0.00 0.90 0.70 0.10 0.20 1 2 1
1683 67.09 67.64 0.20 0.50 0.30 0.50 0.30 0.20 3 1 1
1684 64.64 66.64 0.20 0.20 0.60 0.10 0.40 0.50 2 3 0
1685 69.27 66.55 0.50 0.20 0.30 0.30 0.10 0.60 3 1 1
1686 67.82 73.00 0.50 0.20 0.30 0.60 0.30 0.10 1 2 1
1687 70.18 64.18 0.60 0.40 0.00 0.30 0.40 0.30 4 0 1
